"text","polarity"
"ينفخ","neg"
"نبذ","neg"
"يفتي","neg"
"يعرص","neg"
"تتشرد","neg"
"تخرب","neg"
"تسفل","neg"
"نباح","neg"
"يترب","neg"
"تشويهه","neg"
"نميمه","neg"
"تفتر","neg"
"يربوك","neg"
"تهدم","neg"
"تحزن","neg"
"محتل","neg"
"يخطئ","neg"
"يشتمو","neg"
"يتهجر","neg"
"تخين","neg"
"نايكاك","neg"
"تخونو","neg"
"يحرمو","neg"
"تتصاب","neg"
"تعورين","neg"
"تقاعص","neg"
"يخز","neg"
"تنقط","neg"
"نسي","neg"
"تستبيحو","neg"
"تعيط","neg"
"تشعل","neg"
"يتشل","neg"
"يذبح","neg"
"يحتج","neg"
"تحرق","neg"
"تفجير","neg"
"يستغيث","neg"
"يهمل","neg"
"يتمم","neg"
"نعدم","neg"
"يقبض","neg"
"يدمر","neg"
"نايب","neg"
"نترحم","neg"
"نقتص","neg"
"يكسرو","neg"
"يعورو","neg"
"تسخن","neg"
"ترتجف","neg"
"تلقن","neg"
"تعذب","neg"
"تعتقلع","neg"
"نسف","neg"
"يتحرق","neg"
"يخترق","neg"
"يحزن","neg"
"تجرو","neg"
"يمكر","neg"
"نشد","neg"
"يماطل","neg"
"ناهب","neg"
"تتهم","neg"
"تهييص","neg"
"تكلك","neg"
"تخون","neg"
"يقلعوك","neg"
"تستخف","neg"
"تخسر","neg"
"تشرذم","neg"
"نفاقك","neg"
"ينتقم","neg"
"يقتلو","neg"
"تستهبلوش","neg"
"تسرق","neg"
"تعجيز","neg"
"يعتقل","neg"
"تحذر","neg"
"تهين","neg"
"يرموك","neg"
"تمرد","neg"
"تنرفز","neg"
"كادب","neg"
"تسليح","neg"
"يتسلح","neg"
"تهيج","neg"
"تزهق","neg"
"تنضرب","neg"
"ندام","neg"
"نفضح","neg"
"تكسر","neg"
"ينبح","neg"
"تحرم","neg"
"قرف","neg"
"تهدد","neg"
"نهدد","neg"
"يحبس","neg"
"نحبس","neg"
"تغرق","neg"
"نغرق","neg"
"تضرب","neg"
"نضرب","neg"
"تتعدم","neg"
"نتعدم","neg"
"نلعن","neg"
"تغتصب","neg"
"نغتصب","neg"
"تصرخ","neg"
"نصرخ","neg"
"تشجب","neg"
"نشجب","neg"
"نخون","neg"
"تستغل","neg"
"نستغل","neg"
"نهين","neg"
"نعذب","neg"
"تتنيل","neg"
"يتنيل","neg"
"تنتنيل","neg"
"ننتنيل","neg"
"تغش","neg"
"نغش","neg"
"نكدب","neg"
"نعصب","neg"
"يواطء","neg"
"يخازل","neg"
"نخازل","neg"
"يخبط","neg"
"نخبط","neg"
"تتخطف","neg"
"نتخطف","neg"
"تسكت","neg"
"نهدم","neg"
"تسقط","neg"
"نسقط","neg"
"تدبحو","neg"
"ندبحو","neg"
"نخريب","neg"
"نقتل","neg"
"يكدس","neg"
"نكدس","neg"
"تستنزف","neg"
"يستنزف","neg"
"يهرب","neg"
"نهرب","neg"
"تغور","neg"
"نغور","neg"
"نتهان","neg"
"تفضح","neg"
"تعتفر","neg"
"تنهزم","neg"
"ينهزم","neg"
"نتشتم","neg"
"يولع","neg"
"نولع","neg"
"نحرق","neg"
"تعل","neg"
"تشل","neg"
"نشل","neg"
"تطغ","neg"
"نطغ","neg"
"يكذبو","neg"
"نكذبو","neg"
"نعيط","neg"
"يحرم","neg"
"يخاف","neg"
"نخاف","neg"
"يتفنن","neg"
"ينسا","neg"
"يخلف","neg"
"نخلف","neg"
"يهزيء","neg"
"نهزيء","neg"
"يريق","neg"
"نريق","neg"
"ترعب","neg"
"نرعب","neg"
"تزلزل","neg"
"نزلزل","neg"
"يشتت","neg"
"نشتت","neg"
"نهيج","neg"
"تكر","neg"
"يكر","neg"
"تتحبسوا","neg"
"نتحبسو","neg"
"تتعذب","neg"
"نتعذب","neg"
"تنس","neg"
"تهرتل","neg"
"تشتموك","neg"
"نشتموك","neg"
"تتعر","neg"
"يتعر","neg"
"ينتحر","neg"
"ننتحر","neg"
"تصاب","neg"
"تقصر","neg"
"نقصر","neg"
"تخوف","neg"
"نخوف","neg"
"نسب","neg"
"تستهزء","neg"
"يستهزء","neg"
"تفتن","neg"
"نفتن","neg"
"تاخدك","neg"
"ناخدك","neg"
"يسفك","neg"
"نسفك","neg"
"توري","neg"
"تربيه","neg"
"تتريق","neg"
"نتريق","neg"
"تفشخ","neg"
"يفشخ","neg"
"تلطش","neg"
"نلطش","neg"
"يجسس","neg"
"نجسس","neg"
"يتفرس","neg"
"يزعل","neg"
"تعر","neg"
"نعر","neg"
"تفلس","neg"
"نفلس","neg"
"يتحشر","neg"
"تلعنك","neg"
"نلعنك","neg"
"ينهش","neg"
"ننهش","neg"
"تهب","neg"
"يهب","neg"
"يكفر","neg"
"نكفر","neg"
"تهان","neg"
"يهان","neg"
"ننبح","neg"
"تنيكك","neg"
"ننيكك","neg"
"نشتمو","neg"
"تتبعزق","neg"
"يتبعزق","neg"
"تتسحل","neg"
"يتسحل","neg"
"تستسلم","neg"
"يستسلم","neg"
"يتخرس","neg"
"نتخرس","neg"
"يركع","neg"
"تخب","neg"
"يكسف","neg"
"نكسف","neg"
"نسرق","neg"
"نكسر","neg"
"نسخر","neg"
"تزعلو","neg"
"نزعلو","neg"
"تنافق","neg"
"ننافق","neg"
"يتحسر","neg"
"تمهل","neg"
"نمهل","neg"
"تسرقو","neg"
"يغصبن","neg"
"تحسس","neg"
"نحسس","neg"
"تنفخ","neg"
"ننفخ","neg"
"تبذ","neg"
"يبذ","neg"
"نفت","neg"
"نركب","neg"
"تعرص","neg"
"نعرص","neg"
"يتشرد","neg"
"نتشرد","neg"
"يسفل","neg"
"نسفل","neg"
"تترب","neg"
"نترب","neg"
"يشويه","neg"
"يفتر","neg"
"نفتر","neg"
"تربوك","neg"
"نربوك","neg"
"نحزن","neg"
"تخطئ","neg"
"نخطئ","neg"
"ننس","neg"
"يخونو","neg"
"نخونو","neg"
"تحرمو","neg"
"نحرمو","neg"
"يتصاب","neg"
"نتصاب","neg"
"يعورين","neg"
"تخز","neg"
"نخز","neg"
"ينقط","neg"
"يستبيحو","neg"
"يشعل","neg"
"نشعل","neg"
"تتشل","neg"
"نتشل","neg"
"تذبح","neg"
"تحتج","neg"
"نحتج","neg"
"تستغيث","neg"
"نستغيث","neg"
"تهمل","neg"
"نهمل","neg"
"تعدم","neg"
"يعدم","neg"
"تقبض","neg"
"تدمر","neg"
"تترحم","neg"
"يترحم","neg"
"تقتص","neg"
"يقتص","neg"
"يخاذل","neg"
"تكسرو","neg"
"نكسرو","neg"
"تعورو","neg"
"نعور","neg"
"يسخن","neg"
"يرتجف","neg"
"نرتجف","neg"
"نلقن","neg"
"يعتقلع","neg"
"نعتقلع","neg"
"يرن","neg"
"تتحرق","neg"
"نتحرق","neg"
"تخترق","neg"
"يجرو","neg"
"نجرو","neg"
"تمكر","neg"
"يخو","neg"
"تشد","neg"
"تماطل","neg"
"نماطل","neg"
"ياهب","neg"
"يتهم","neg"
"نتهم","neg"
"يهييص","neg"
"نهييص","neg"
"يكلك","neg"
"تقلعوك","neg"
"نقلعوك","neg"
"يستخف","neg"
"نستخف","neg"
"يخسر","neg"
"يشرذم","neg"
"تنتقم","neg"
"ننتقم","neg"
"تقتلو","neg"
"يستهبلوش","neg"
"تعتقل","neg"
"نعتقل","neg"
"يحذر","neg"
"نحذر","neg"
"ترموك","neg"
"نرموك","neg"
"ينرفز","neg"
"ننرفز","neg"
"يخوين","neg"
"تتسلح","neg"
"يزهق","neg"
"نزهق","neg"
"ينضرب","neg"
"ننضرب","neg"
"اتف","neg"
"يتف","neg"
"اردح","neg"
"يردح","neg"
"نردح","neg"
"مترباش","neg"
"تراق","neg"
"يراق","neg"
"نذبح","neg"
"تبكي","neg"
"نبكي","neg"
"يصاب","neg"
"تعتقلو","neg"
"يعتقلو","neg"
"نعتقلو","neg"
"تشوهو","neg"
"يشوهو","neg"
"طرطور","neg"
"نقتلو","neg"
"يعري","neg"
"نعري","neg"
"تستنجد","neg"
"يستنجد","neg"
"نستنجد","neg"
"تبطل","neg"
"يبطل","neg"
"نبطل","neg"
"تحقتر","neg"
"يحتقر","neg"
"نحقتر","neg"
"تشيل","neg"
"يشيل","neg"
"نشيل","neg"
"تحاكمك","neg"
"يحاكمك","neg"
"نحاكمك","neg"
"نخوين","neg"
"تنزع","neg"
"ينزع","neg"
"ننزع","neg"
"هرب","neg"
"تكشف","neg"
"تحاسب","neg"
"يحاسب","neg"
"نحاسب","neg"
"تنفضح","neg"
"ينفضح","neg"
"ننفضح","neg"
"تنخرس","neg"
"ينخرس","neg"
"ننخرس","neg"
"تسقطو","neg"
"يسقطو","neg"
"نقبض","neg"
"تحذير","neg"
"تسليط","neg"
"تحرش","neg"
"تتكسف","neg"
"يتكسف","neg"
"نتكسف","neg"
"تشيع","neg"
"يشيع","neg"
"نشيع","neg"
"تغيب","neg"
"يغيب","neg"
"نغيب","neg"
"تقتحم","neg"
"يقتحم","neg"
"نقتحم","neg"
"تهمه","neg"
"تركيع","neg"
"تفتيش","neg"
"يخربيت","neg"
"تتكتم","neg"
"يتكتم","neg"
"نتكتم","neg"
"تتجاهل","neg"
"يتجاهل","neg"
"نتجاهل","neg"
"تورط","neg"
"يورط","neg"
"تنتحل","neg"
"ينتحل","neg"
"ننتحل","neg"
"تحترق","neg"
"يحترق","neg"
"نحترق","neg"
"تحبط","neg"
"يحبط","neg"
"تظاهر","neg"
"توريط","neg"
"تلزقو","neg"
"يلزقو","neg"
"تتظاهر","neg"
"يتظاهر","neg"
"نتظاهر","neg"
"تضليل","neg"
"بيتشتم","neg"
"عنيف","neg"
"تستلم","neg"
"يستلم","neg"
"نستلم","neg"
"ضعف","neg"
"تجويع","neg"
"تتعقب","neg"
"يتعقب","neg"
"نتعقب","neg"
"تتنكر","neg"
"يتنكر","neg"
"نتنكر","neg"
"تضعف","neg"
"يضعف","neg"
"نضعف","neg"
"تعترف","neg"
"نعترف","neg"
"تحايل","neg"
"تستدرج","neg"
"يستدرج","neg"
"نستدرج","neg"
"تطاول","neg"
"تغللط","neg"
"يغللط","neg"
"نغللط","neg"
"تسجنو","neg"
"يسجنو","neg"
"نسجنو","neg"
"تجوع","neg"
"يجوع","neg"
"نجوع","neg"
"تغلط","neg"
"يغلط","neg"
"نغلط","neg"
"تنرفزن","neg"
"ينرفزن","neg"
"شتايم","neg"
"تتنفخ","neg"
"يتنفخ","neg"
"نتنفخ","neg"
"تفسد","neg"
"يفسد","neg"
"نفسد","neg"
"تخدر","neg"
"يخدر","neg"
"تقريص","neg"
"تهتك","neg"
"يهتك","neg"
"نهتك","neg"
"تبيح","neg"
"يبيح","neg"
"حبس","neg"
"تنهبو","neg"
"ينهبو","neg"
"تفشل","neg"
"يفشل","neg"
"نفشل","neg"
"تعط","neg"
"يعط","neg"
"نعط","neg"
"تخلص","neg"
"نخلص","neg"
"تدافع","neg"
"تعذيب","neg"
"تعزل","neg"
"يعزل","neg"
"نعزل","neg"
"تعاقب","neg"
"يعاقب","neg"
"نعاقب","neg"
"تهكم","neg"
"تحسسو","neg"
"تعويض","neg"
"مطرودا","neg"
"تهاجم","neg"
"يهاجم","neg"
"نهاجم","neg"
"تفريق","neg"
"تضييع","neg"
"يضييع","neg"
"نضييع","neg"
"نارك","neg"
"شهواتك","neg"
"سقطت","neg"
"تولول","neg"
"يولول","neg"
"نولول","neg"
"تعسف","neg"
"تجريم","neg"
"تخيف","neg"
"نخيف","neg"
"تدلس","neg"
"تظلم","neg"
"يظلم","neg"
"تشوه","neg"
"يشوه","neg"
"نشوه","neg"
"تصيح","neg"
"يصيح","neg"
"نصيح","neg"
"ترهيب","neg"
"تحارب","neg"
"يحارب","neg"
"نحارب","neg"
"تفو","neg"
"تطرف","neg"
"تهدر","neg"
"يهدر","neg"
"نهدر","neg"
"نقرف","neg"
"نهرتل","neg"
"تتلسع","neg"
"يتلسع","neg"
"نتلسع","neg"
"تفتت","neg"
"يفتت","neg"
"نفتت","neg"
"تفتيت","neg"
"تتسجن","neg"
"يتسجن","neg"
"نتسجن","neg"
"تسيئ","neg"
"يسيئ","neg"
"نسيئ","neg"
"تطبيل","neg"
"تسجن","neg"
"يسجن","neg"
"نسجن","neg"
"تتعرض","neg"
"يتعرض","neg"
"نتعرض","neg"
"تزرط","neg"
"يزرط","neg"
"نزرط","neg"
"تكتم","neg"
"يكتم","neg"
"نكتم","neg"
"تخطيء","neg"
"يخطيء","neg"
"نخطيء","neg"
"نقص","neg"
"تسريب","neg"
"تواطؤ","neg"
"تهزئ","neg"
"يهزئ","neg"
"نهزئ","neg"
"تشدد","neg"
"يشدد","neg"
"نشدد","neg"
"تضللو","neg"
"يضللو","neg"
"نضللو","neg"
"تطهر","neg"
"نطهر","neg"
"تتوب","neg"
"يتوب","neg"
"نتوب","neg"
"تكذيب","neg"
"تصتدم","neg"
"يصتدم","neg"
"نصتدم","neg"
"تتظلم","neg"
"يتظلم","neg"
"نتظلم","neg"
"تتهدد","neg"
"يتهدد","neg"
"ياخدك","neg"
"متغاظ","neg"
"تزوغ","neg"
"يزوغ","neg"
"نزوغ","neg"
"تزيح","neg"
"يزيح","neg"
"نزيح","neg"
"تنتقد","neg"
"ينتقد","neg"
"ننتقد","neg"
"تخطء","neg"
"يخطء","neg"
"نخطء","neg"
"تتوكس","neg"
"يتوكس","neg"
"نتوكس","neg"
"تزيط","neg"
"يزيط","neg"
"نزيط","neg"
"تغضب","neg"
"يغضب","neg"
"نغضب","neg"
"تخدع","neg"
"يخدع","neg"
"نخدع","neg"
"تتخض","neg"
"يتخض","neg"
"نتخض","neg"
"تتمسح","neg"
"يتمسح","neg"
"نتمسح","neg"
"نكد","neg"
"تحشر","neg"
"يحشر","neg"
"نحشر","neg"
"نعاج","neg"
"تهش","neg"
"يهش","neg"
"تتقمص","neg"
"يتقمص","neg"
"تعترض","neg"
"يعترض","neg"
"نعترض","neg"
"تندد","neg"
"يندد","neg"
"تعذبو","neg"
"يعذبو","neg"
"نحاكم","neg"
"تحتقر","neg"
"نحتقر","neg"
"تتقتلو","neg"
"يتقتلو","neg"
"حذاء","neg"
"تتقبض","neg"
"يتقبض","neg"
"تنزف","neg"
"ينزف","neg"
"ننزف","neg"
"تصبرك","neg"
"يصبرك","neg"
"معشوق","neg"
"تنور","neg"
"تتناك","neg"
"يتناك","neg"
"نتناك","neg"
"تاكلك","neg"
"روث","neg"
"شخر","neg"
"تخدك","neg"
"يخدك","neg"
"بكرهك","neg"
"تخرص","neg"
"يخرص","neg"
"نخرص","neg"
"تتلم","neg"
"يتلم","neg"
"نتلم","neg"
"مهذب","neg"
"تولعو","neg"
"يولعو","neg"
"تجادل","neg"
"يجادل","neg"
"نجادل","neg"
"مزقوق","neg"
"غلطان","neg"
"عفريت","neg"
"تليف","neg"
"يليف","neg"
"نليف","neg"
"تنسو","neg"
"ينسو","neg"
"ننسو","neg"
"خسارتك","neg"
"غشاش","neg"
"يسحلونك","neg"
"تهييس","neg"
"طيزك","neg"
"مخبول","neg"
"زيط","neg"
"تفضحك","neg"
"يفضحك","neg"
"نفضحك","neg"
"تزعلك","neg"
"يزعلك","neg"
"نزعلك","neg"
"بيشتمك","neg"
"يتبرؤن","neg"
"تبضن","neg"
"يبضن","neg"
"نبضن","neg"
"تعارض","neg"
"نعارض","neg"
"جهال","neg"
"تتهد","neg"
"يتهد","neg"
"نتهد","neg"
"تتطاول","neg"
"يتطاول","neg"
"نتطاول","neg"
"توجع","neg"
"يوجع","neg"
"نوجع","neg"
"تلجمك","neg"
"يلجمك","neg"
"نلجمك","neg"
"سخافتك","neg"
"متاخر","neg"
"تجرح","neg"
"يجرح","neg"
"نجرح","neg"
"تنسحب","neg"
"ينسحب","neg"
"ننسحب","neg"
"نخسر","neg"
"اتهبلت","neg"
"اتسجنتم","neg"
"تربيك","neg"
"يربيك","neg"
"نربيك","neg"
"تستجعل","neg"
"يستجعل","neg"
"نستجعل","neg"
"تركبك","neg"
"نركبك","neg"
"تعريس","neg"
"متعوس","neg"
"تتخزوق","neg"
"يتخزوق","neg"
"نتخزوق","neg"
"تحك","neg"
"يحك","neg"
"تفر","neg"
"يفر","neg"
"نفر","neg"
"تنييكك","neg"
"ينييكك","neg"
"ننييكك","neg"
"خربان","neg"
"تضر","neg"
"يضر","neg"
"نضر","neg"
"تفشخك","neg"
"يفشخك","neg"
"نفشخك","neg"
"يزايد","neg"
"نزايد","neg"
"تخجل","neg"
"يخجل","neg"
"نخجل","neg"
"تقيل","neg"
"يقيل","neg"
"نقيل","neg"
"تكرهك","neg"
"يكرهك","neg"
"نكرهك","neg"
"تحسد","neg"
"يحسد","neg"
"نحسد","neg"
"تتشلح","neg"
"يتشلح","neg"
"نتشلح","neg"
"تعريك","neg"
"يعريك","neg"
"نعريك","neg"
"ضاعت","neg"
"ماتغور","neg"
"مفشوخ","neg"
"تمسخرك","neg"
"يمسخرك","neg"
"نمسخرك","neg"
"تتنح","neg"
"يتنح","neg"
"نتنح","neg"
"يهيص","neg"
"يدبحوا","neg"
"تكذبوا","neg"
"يتحبسوا","neg"
"نكايه","neg"
"يريح","neg"
"يوري","neg"
"تفرس","neg"
"يركب","neg"
"نرن","neg"
"تجرعت","neg"
"نيمين","neg"
"تخشي","neg"
"يخشي","neg"
"نربي","neg"
"نريح","neg"
"نخب","neg"
"تركب","neg"
"تتمم","neg"
"ترن","neg"
"اعتصام","neg"
"يكشف","neg"
"نكشف","neg"
"يعترف","neg"
"يخلص","neg"
"يدافع","neg"
"ندافع","neg"
"بهيمه","neg"
"تجنن","neg"
"يجنن","neg"
"عظمتك","neg"
"ينور","neg"
"بردع","neg"
"سزاجه","neg"
"اتسحبت","neg"
"يعارض","neg"
"محايله","neg"
"تهد","neg"
"يهد","neg"
"نهد","neg"
"نخشي","neg"
"يناقض","neg"
"السجن","neg"
"نخالف","neg"
"تلجا","neg"
"يلجا","neg"
"نلجا","neg"
"دلدول","neg"
"متقطعه","neg"
"نتناقض","neg"
"اخشي","neg"
"تؤجل","neg"
"يؤجل","neg"
"تتظاهرون","neg"
"يتظاهرون","neg"
"يتحملك","neg"
"نتحملك","neg"
"تعدياً","neg"
"قضائيه","neg"
"المعتقلين","neg"
"كسها","neg"
"طيزه","neg"
"اهدارا","neg"
"فشيخ","neg"
"تعزلوا","neg"
"يعزلوا","neg"
"تفرقه","neg"
"اعور","neg"
"الغبي","neg"
"تختلفي","neg"
"الغريبه","neg"
"البلطجي","neg"
"اتحكم","neg"
"مراره","neg"
"مظاهراتهم","neg"
"قضايا","neg"
"المخلوع","neg"
"تفز","neg"
"تتخاذل","neg"
"يتخاذل","neg"
"نتخاذل","neg"
"بتتظاهر","neg"
"للمنافقين","neg"
"تقع","neg"
"يقع","neg"
"نقع","neg"
"تتراجع","neg"
"يتراجع","neg"
"نتراجع","neg"
"تخرس","neg"
"يخرس","neg"
"نخرس","neg"
"مزعلني","neg"
"تتعظوا","neg"
"يتعظوا","neg"
"سبه","neg"
"تكسير","neg"
"تقاوم","neg"
"نقاوم","neg"
"احراقها","neg"
"قصفها","neg"
"حوادث","neg"
"تقاضي","neg"
"نقاضي","neg"
"الحائر","neg"
"صراعات","neg"
"طامعين","neg"
"البلطجيه","neg"
"تحطم","neg"
"يحطم","neg"
"نحطم","neg"
"البلاغ","neg"
"تستنكرون","neg"
"يستنكرون","neg"
"تعاقبه","neg"
"يعاقبه","neg"
"نعاقبه","neg"
"المحبوس","neg"
"ترحل","neg"
"يرحل","neg"
"نرحل","neg"
"النقض","neg"
"السرقه","neg"
"تقتلك","neg"
"يقتلك","neg"
"نقتلك","neg"
"تايهه","neg"
"ومظاهرات","neg"
"يامنافقين","neg"
"تتشملل","neg"
"يتشملل","neg"
"نتشملل","neg"
"المتظاهرون","neg"
"تتعارض","neg"
"يتعارض","neg"
"نتعارض","neg"
"تتربي","neg"
"يتربي","neg"
"نتربي","neg"
"اعتبار","neg"
"اشتم","neg"
"نحيتك","neg"
"اعتصمت","neg"
"الغلط","neg"
"تنكرها","neg"
"ينكرها","neg"
"ننكرها","neg"
"تنكر","neg"
"ينكر","neg"
"ننكر","neg"
"المشكله","neg"
"حابس","neg"
"لهوي","neg"
"تدعي","neg"
"يدعي","neg"
"ندعي","neg"
"الرياء","neg"
"تستاهلوا","neg"
"يستاهلوا","neg"
"الصخب","neg"
"تقضي","neg"
"يقضي","neg"
"نقضي","neg"
"تنحني","neg"
"ينحني","neg"
"ننحني","neg"
"تنكران","neg"
"ينكران","neg"
"تطغي","neg"
"يطغي","neg"
"نطغي","neg"
"تنتن","neg"
"ينتن","neg"
"ننتن","neg"
"تخذلكم","neg"
"يخذلكم","neg"
"نخذلكم","neg"
"الالتزام","neg"
"الحافي","neg"
"تتخاصم","neg"
"يتخاصم","neg"
"نتخاصم","neg"
"تتركوا","neg"
"يتركوا","neg"
"فاشي","neg"
"زعل","neg"
"ماينفعش","neg"
"تكره","neg"
"يكره","neg"
"نكره","neg"
"ياكلاب","neg"
"صمود","neg"
"الشجب","neg"
"المعارضين","neg"
"بيموتوا","neg"
"تتدخل","neg"
"يتدخل","neg"
"نتدخل","neg"
"تتخلي","neg"
"يتخلي","neg"
"نتخلي","neg"
"تضيع","neg"
"يضيع","neg"
"نضيع","neg"
"تنتهي","neg"
"ينتهي","neg"
"ننتهي","neg"
"الدبابات","neg"
"تستبعد","neg"
"يستبعد","neg"
"نستبعد","neg"
"تتقاعدوا","neg"
"يتقاعدوا","neg"
"تحرمنا","neg"
"يحرمنا","neg"
"تتسول","neg"
"يتسول","neg"
"نتسول","neg"
"حنموت","neg"
"خرا","neg"
"يالهوي","neg"
"تقرصيهم","neg"
"سحبها","neg"
"دمعا","neg"
"بيتفرجوا","neg"
"تتورطوا","neg"
"يتورطوا","neg"
"معندهمش","neg"
"تضربك","neg"
"يضربك","neg"
"نضربك","neg"
"هربان","neg"
"بالهروب","neg"
"الفران","neg"
"جيوش","neg"
"تضطر","neg"
"يضطر","neg"
"نضطر","neg"
"معاق","neg"
"الافتراء","neg"
"تخلصكم","neg"
"يخلصكم","neg"
"نخلصكم","neg"
"تتعاطوها","neg"
"يتعاطوها","neg"
"نتعاطوها","neg"
"ترفض","neg"
"يرفض","neg"
"نرفض","neg"
"مربوطين","neg"
"تصبر","neg"
"يصبر","neg"
"نصبر","neg"
"الغلطان","neg"
"حراسه","neg"
"اقتحم","neg"
"تلغي","neg"
"تعتدوا","neg"
"يعتدوا","neg"
"تدعمه","neg"
